# Generated by tools/gen-blueprints.py. Do not edit by hand — rerun the tool.
# Recipes, grades, engineers and effects from msarilar/EDEngineer blueprints.json (MIT),
# cross-checked against EDCD/coriolis-data on CoriolisGuid. Coriolis is not the authority:
# eleven experimentals have a different recipe per module type and it models one each, so
# disagreements are printed by the generator rather than resolved here.
# Ingredients are keyed to Materials.tsv symbols and are PER APPLICATION for kind=
# modification — multiply by EngineeringRules.RollsFor for a total. No other kind is
# per application. On-foot quantities (kind=suit, weapon, merchant) are NOT EDEngineer's:
# its figures are pre-patch and are restated here to what the game charges, measured over
# 16 upgrade events and four locker deltas — see docs/spikes/journal-corpus-on-foot.md §3.
# Game data is Frontier's, used under their media usage rules; see NOTICE.
# Rows: 1172 (bartender 4, experimental 154, merchant 56, modification 786, suit 14, synthesis 65, tech-broker 51, unlock 22, weapon 20). Built: 2026-09-01.
kind	module	name	grade	engineers	ingredients	effects	guid	symbol	mtypes
modification	Mine Launcher	High Capacity Magazine	2	Liz Ryder,Petra Olmanova,Juri Ishmaak	mechanicalscrap*1,vanadium*1	Clip Size|+52%|good;Power Draw|+8%|bad;Ammo Capacity|+52%|good;Rate of Fire|+4%|good;Mass|+30%|bad	c2cf2614-1a13-4b8d-81eb-d4eaf76257d0	Weapon_HighCapacity	hm
modification	Mine Launcher	High Capacity Magazine	3	Liz Ryder,Petra Olmanova,Juri Ishmaak	mechanicalscrap*1,niobium*1,vanadium*1	Clip Size|+68%|good;Power Draw|+12%|bad;Ammo Capacity|+68%|good;Rate of Fire|+6%|good;Mass|+40%|bad	e37a6dba-669e-4ce6-bb3d-e831bdd656c0	Weapon_HighCapacity	hm
modification	Mine Launcher	High Capacity Magazine	4	Petra Olmanova,Juri Ishmaak	highdensitycomposites*1,mechanicalequipment*1,tin*1	Clip Size|+84%|good;Power Draw|+16%|bad;Ammo Capacity|+84%|good;Rate of Fire|+8%|good;Mass|+50%|bad	8800433a-2061-4776-9821-5dc04772b963	Weapon_HighCapacity	hm
modification	Mine Launcher	High Capacity Magazine	5	Petra Olmanova,Juri Ishmaak	mechanicalcomponents*1,militarysupercapacitors*1,fedproprietarycomposites*1	Clip Size|+100%|good;Power Draw|+20%|bad;Ammo Capacity|+100%|good;Rate of Fire|+10%|good;Mass|+60%|bad	4b3f4f18-a517-4354-a02d-de46b3cd4efc	Weapon_HighCapacity	hm
modification	Mine Launcher	Lightweight Mount	1	Liz Ryder,Petra Olmanova,Juri Ishmaak	phosphorus*1	Integrity|-20%|bad;Mass|-30%|good	d5a539c5-120a-450f-bb68-e10abbeca8a9	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hm
modification	Mine Launcher	Lightweight Mount	2	Petra Olmanova,Liz Ryder,Juri Ishmaak	manganese*1,salvagedalloys*1	Power Draw|-10%|good;Integrity|-30%|bad;Distributor Draw|-20%|good;Mass|-45%|good	b6a80556-c22a-466e-931c-239c208c9890	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hm
modification	Mine Launcher	Lightweight Mount	3	Petra Olmanova,Liz Ryder,Juri Ishmaak	conductiveceramics*1,manganese*1,salvagedalloys*1	Power Draw|-20%|good;Integrity|-40%|bad;Distributor Draw|-25%|good;Mass|-60%|good	cbec8003-80e4-455a-84fe-257d2018386e	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hm
modification	Mine Launcher	Lightweight Mount	4	Petra Olmanova,Juri Ishmaak	conductivecomponents*1,phasealloys*1,protolightalloys*1	Power Draw|-30%|good;Integrity|-50%|bad;Distributor Draw|-30%|good;Mass|-75%|good	3a57effa-ccac-448d-8d1c-3e0966042e24	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hm
modification	Mine Launcher	Lightweight Mount	5	Petra Olmanova,Juri Ishmaak	conductiveceramics*1,protoradiolicalloys*1,protolightalloys*1	Power Draw|-40%|good;Integrity|-60%|bad;Distributor Draw|-35%|good;Mass|-90%|good	89f5d8e2-4f4c-4ef0-9e74-9f0691244b22	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hm
modification	Mine Launcher	Rapid Fire Modification	1	Liz Ryder,Petra Olmanova,Juri Ishmaak	mechanicalscrap*1	Damage|-1%|bad;Reload Time|-25%|good;Jitter|0,5|bad;Rate of Fire|+8%|good	a7ca2bf6-14be-41ed-8bfb-c7348fda7713	Weapon_RapidFire	hm
modification	Mine Launcher	Rapid Fire Modification	2	Liz Ryder,Petra Olmanova,Juri Ishmaak	heatdispersionplate*1,mechanicalscrap*1	Damage|-2%|bad;Reload Time|-35%|good;Distributor Draw|-5%|good;Jitter|0,5|bad;Rate of Fire|+17%|good	0008257b-ea33-48ea-a18e-56cc6cf98a77	Weapon_RapidFire	hm
modification	Mine Launcher	Rapid Fire Modification	3	Liz Ryder,Petra Olmanova,Juri Ishmaak	mechanicalequipment*1,precipitatedalloys*1,legacyfirmware*1	Damage|-3%|bad;Reload Time|-45%|good;Distributor Draw|-15%|good;Jitter|0,5|bad;Rate of Fire|+26%|good	f3338d38-f944-4841-b350-09755e1b615d	Weapon_RapidFire	hm
modification	Mine Launcher	Rapid Fire Modification	4	Petra Olmanova,Juri Ishmaak	mechanicalcomponents*1,consumerfirmware*1,thermicalloys*1	Damage|-4%|bad;Reload Time|-56%|good;Distributor Draw|-25%|good;Jitter|0,5|bad;Rate of Fire|+35%|good	d2bdb568-725a-44bf-9328-ba72d2988acd	Weapon_RapidFire	hm
modification	Mine Launcher	Rapid Fire Modification	5	Petra Olmanova,Juri Ishmaak	configurablecomponents*1,technetium*1,precipitatedalloys*1	Damage|-5%|bad;Reload Time|-65%|good;Distributor Draw|-35%|good;Jitter|0,5|bad;Rate of Fire|+44%|good	b1792824-0e96-42a3-9d3a-0b41d5ef83e0	Weapon_RapidFire	hm
modification	Mine Launcher	Sturdy Mount	1	Liz Ryder,Petra Olmanova,Juri Ishmaak	nickel*1	Integrity|+100%|good;Thermal Load|-10%|good;Armour Piercing|+20%|good;Mass|+20%|bad	3ac55eb7-0a45-440b-8c59-6ead43c7ef49	Weapon_Sturdy	hm
modification	Mine Launcher	Sturdy Mount	2	Liz Ryder,Petra Olmanova,Juri Ishmaak	nickel*1,shieldemitters*1	Integrity|+150%|good;Thermal Load|-15%|good;Armour Piercing|+30%|good;Mass|+40%|bad	53c131ab-cd66-4919-b49b-c1435362c8ff	Weapon_Sturdy	hm
modification	Mine Launcher	Sturdy Mount	3	Liz Ryder,Petra Olmanova,Juri Ishmaak	nickel*1,shieldemitters*1,tungsten*1	Integrity|+200%|good;Thermal Load|-20%|good;Armour Piercing|+40%|good;Mass|+60%|bad	2d1873d4-6d38-4d39-b4c5-ea199be2bd6a	Weapon_Sturdy	hm
modification	Mine Launcher	Sturdy Mount	4	Petra Olmanova,Juri Ishmaak	molybdenum*1,tungsten*1,zinc*1	Integrity|+250%|good;Thermal Load|-25%|good;Armour Piercing|+50%|good;Mass|+80%|bad	4ceeab9c-7a85-4553-9fa4-81ebc6e88d4f	Weapon_Sturdy	hm
modification	Mine Launcher	Sturdy Mount	5	Petra Olmanova,Juri Ishmaak	highdensitycomposites*1,molybdenum*1,technetium*1	Integrity|+300%|good;Thermal Load|-30%|good;Armour Piercing|+60%|good;Mass|+100%|bad	53ab027e-1c5f-404b-82e3-0bc4c55c71af	CargoRack_IncreasedCapacity,Weapon_Sturdy	hm
modification	Missile Rack	High Capacity Magazine	1	Liz Ryder,Petra Olmanova,Juri Ishmaak	mechanicalscrap*1	Clip Size|+36%|good;Power Draw|+4%|bad;Ammo Capacity|+36%|good;Rate of Fire|+2%|good;Mass|+20%|bad	f622da45-ef05-4a9f-bdcb-879b5933b869	Weapon_HighCapacity	hmr
modification	Missile Rack	High Capacity Magazine	2	Liz Ryder,Petra Olmanova,Juri Ishmaak	mechanicalscrap*1,vanadium*1	Clip Size|+52%|good;Power Draw|+8%|bad;Ammo Capacity|+52%|good;Rate of Fire|+4%|good;Mass|+30%|bad	c2cf2614-1a13-4b8d-81eb-d4eaf76257d0	Weapon_HighCapacity	hmr
modification	Missile Rack	High Capacity Magazine	3	Liz Ryder,Petra Olmanova,Juri Ishmaak	mechanicalscrap*1,niobium*1,vanadium*1	Clip Size|+68%|good;Power Draw|+12%|bad;Ammo Capacity|+68%|good;Rate of Fire|+6%|good;Mass|+40%|bad	e37a6dba-669e-4ce6-bb3d-e831bdd656c0	Weapon_HighCapacity	hmr
modification	Missile Rack	High Capacity Magazine	4	Petra Olmanova,Liz Ryder	highdensitycomposites*1,mechanicalequipment*1,tin*1	Clip Size|+84%|good;Power Draw|+16%|bad;Ammo Capacity|+84%|good;Rate of Fire|+8%|good;Mass|+50%|bad	8800433a-2061-4776-9821-5dc04772b963	Weapon_HighCapacity	hmr
modification	Missile Rack	High Capacity Magazine	5	Petra Olmanova,Liz Ryder	mechanicalcomponents*1,militarysupercapacitors*1,fedproprietarycomposites*1	Clip Size|+100%|good;Power Draw|+20%|bad;Ammo Capacity|+100%|good;Rate of Fire|+10%|good;Mass|+60%|bad	4b3f4f18-a517-4354-a02d-de46b3cd4efc	Weapon_HighCapacity	hmr
modification	Missile Rack	Lightweight Mount	1	Liz Ryder,Petra Olmanova,Juri Ishmaak	phosphorus*1	Integrity|-20%|bad;Mass|-30%|good	d5a539c5-120a-450f-bb68-e10abbeca8a9	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hmr
modification	Missile Rack	Lightweight Mount	2	Liz Ryder,Petra Olmanova,Juri Ishmaak	manganese*1,salvagedalloys*1	Power Draw|-10%|good;Integrity|-30%|bad;Distributor Draw|-20%|good;Mass|-45%|good	b6a80556-c22a-466e-931c-239c208c9890	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hmr
modification	Missile Rack	Lightweight Mount	3	Liz Ryder,Petra Olmanova,Juri Ishmaak	conductiveceramics*1,manganese*1,salvagedalloys*1	Power Draw|-20%|good;Integrity|-40%|bad;Distributor Draw|-25%|good;Mass|-60%|good	cbec8003-80e4-455a-84fe-257d2018386e	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hmr
modification	Missile Rack	Lightweight Mount	4	Petra Olmanova,Liz Ryder	conductivecomponents*1,phasealloys*1,protolightalloys*1	Power Draw|-30%|good;Integrity|-50%|bad;Distributor Draw|-30%|good;Mass|-75%|good	3a57effa-ccac-448d-8d1c-3e0966042e24	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hmr
modification	Missile Rack	Lightweight Mount	5	Petra Olmanova,Liz Ryder	conductiveceramics*1,protolightalloys*1,protoradiolicalloys*1	Power Draw|-40%|good;Integrity|-60%|bad;Distributor Draw|-35%|good;Mass|-90%|good	89f5d8e2-4f4c-4ef0-9e74-9f0691244b22	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hmr
modification	Missile Rack	Rapid Fire Modification	1	Liz Ryder,Petra Olmanova,Juri Ishmaak	mechanicalscrap*1	Damage|-1%|bad;Reload Time|-25%|good;Jitter|0,5|bad;Rate of Fire|+8%|good	a7ca2bf6-14be-41ed-8bfb-c7348fda7713	Weapon_RapidFire	hmr
modification	Missile Rack	Rapid Fire Modification	2	Liz Ryder,Petra Olmanova,Juri Ishmaak	heatdispersionplate*1,mechanicalscrap*1	Damage|-2%|bad;Reload Time|-35%|good;Distributor Draw|-5%|good;Jitter|0,5|bad;Rate of Fire|+17%|good	0008257b-ea33-48ea-a18e-56cc6cf98a77	Weapon_RapidFire	hmr
modification	Missile Rack	Rapid Fire Modification	3	Liz Ryder,Petra Olmanova,Juri Ishmaak	mechanicalequipment*1,precipitatedalloys*1,legacyfirmware*1	Damage|-3%|bad;Reload Time|-45%|good;Distributor Draw|-15%|good;Jitter|0,5|bad;Rate of Fire|+26%|good	f3338d38-f944-4841-b350-09755e1b615d	Weapon_RapidFire	hmr
modification	Missile Rack	Rapid Fire Modification	4	Petra Olmanova,Liz Ryder	mechanicalcomponents*1,consumerfirmware*1,thermicalloys*1	Damage|-4%|bad;Reload Time|-56%|good;Distributor Draw|-25%|good;Jitter|0,5|bad;Rate of Fire|+35%|good	d2bdb568-725a-44bf-9328-ba72d2988acd	Weapon_RapidFire	hmr
modification	Missile Rack	Rapid Fire Modification	5	Petra Olmanova,Liz Ryder	precipitatedalloys*1,configurablecomponents*1,technetium*1	Damage|-5%|bad;Reload Time|-65%|good;Distributor Draw|-35%|good;Jitter|0,5|bad;Rate of Fire|+44%|good	b1792824-0e96-42a3-9d3a-0b41d5ef83e0	Weapon_RapidFire	hmr
modification	Missile Rack	Sturdy Mount	1	Liz Ryder,Petra Olmanova,Juri Ishmaak	nickel*1	Integrity|+100%|good;Thermal Load|-10%|good;Armour Piercing|+20%|good;Mass|+20%|bad	3ac55eb7-0a45-440b-8c59-6ead43c7ef49	Weapon_Sturdy	hmr
modification	Missile Rack	Sturdy Mount	2	Petra Olmanova,Liz Ryder,Juri Ishmaak	nickel*1,shieldemitters*1	Integrity|+150%|good;Thermal Load|-15%|good;Armour Piercing|+30%|good;Mass|+40%|bad	53c131ab-cd66-4919-b49b-c1435362c8ff	Weapon_Sturdy	hmr
modification	Missile Rack	Sturdy Mount	3	Liz Ryder,Petra Olmanova,Juri Ishmaak	nickel*1,shieldemitters*1,tungsten*1	Integrity|+200%|good;Thermal Load|-20%|good;Armour Piercing|+40%|good;Mass|+60%|bad	2d1873d4-6d38-4d39-b4c5-ea199be2bd6a	Weapon_Sturdy	hmr
modification	Missile Rack	Sturdy Mount	4	Petra Olmanova,Liz Ryder	molybdenum*1,tungsten*1,zinc*1	Integrity|+250%|good;Thermal Load|-25%|good;Armour Piercing|+50%|good;Mass|+80%|bad	4ceeab9c-7a85-4553-9fa4-81ebc6e88d4f	Weapon_Sturdy	hmr
modification	Missile Rack	Sturdy Mount	5	Petra Olmanova,Liz Ryder	highdensitycomposites*1,molybdenum*1,technetium*1	Integrity|+300%|good;Thermal Load|-30%|good;Armour Piercing|+60%|good;Mass|+100%|bad	53ab027e-1c5f-404b-82e3-0bc4c55c71af	CargoRack_IncreasedCapacity,Weapon_Sturdy	hmr
modification	Multi-cannon	Efficient Weapon	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	sulphur*1	Damage|+8%|good;Thermal Load|-38%|good	3fbcc9dc-169a-4cd3-b945-cedc55882cd3	Weapon_Efficient	hmc
modification	Multi-cannon	Efficient Weapon	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	heatdispersionplate*1,sulphur*1	Damage|+12%|good;Power Draw|-12%|good;Distributor Draw|-15%|good;Thermal Load|-43%|good	a35a0c80-784d-4125-b858-fdee45750269	Weapon_Efficient	hmc
modification	Multi-cannon	Efficient Weapon	3	Marsha Hicks,Tod McQuinn,Zacariah Nemo	chromium*1,scrambledemissiondata*1,heatexchangers*1	Damage|+16%|good;Power Draw|-24%|good;Distributor Draw|-25%|good;Thermal Load|-48%|good	a429328b-11f4-402d-9909-2c6190505966	Weapon_Efficient	hmc
modification	Multi-cannon	Efficient Weapon	4	Marsha Hicks,Tod McQuinn	heatvanes*1,archivedemissiondata*1,selenium*1	Damage|+20%|good;Power Draw|-36%|good;Distributor Draw|-35%|good;Thermal Load|-53%|good	8c364495-468c-4ab1-9baf-079917a6cf9a	Weapon_Efficient	hmc
modification	Multi-cannon	Efficient Weapon	5	Marsha Hicks,Tod McQuinn	cadmium*1,protoheatradiators*1,emissiondata*1	Damage|+24%|good;Power Draw|-48%|good;Distributor Draw|-45%|good;Thermal Load|-60%|good	5ac92753-1c19-4ae8-8b12-c6f130bda4a5	Weapon_Efficient	hmc
modification	Multi-cannon	High Capacity Magazine	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	mechanicalscrap*1	Clip Size|+36%|good;Power Draw|+4%|bad;Ammo Capacity|+36%|good;Rate of Fire|+2%|good;Mass|+20%|bad	f622da45-ef05-4a9f-bdcb-879b5933b869	Weapon_HighCapacity	hmc
modification	Multi-cannon	High Capacity Magazine	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	mechanicalscrap*1,vanadium*1	Clip Size|+52%|good;Power Draw|+8%|bad;Ammo Capacity|+52%|good;Rate of Fire|+4%|good;Mass|+30%|bad	c2cf2614-1a13-4b8d-81eb-d4eaf76257d0	Weapon_HighCapacity	hmc
modification	Multi-cannon	High Capacity Magazine	3	Marsha Hicks,Tod McQuinn,Zacariah Nemo	mechanicalscrap*1,niobium*1,vanadium*1	Clip Size|+68%|good;Power Draw|+12%|bad;Ammo Capacity|+68%|good;Rate of Fire|+6%|good;Mass|+40%|bad	e37a6dba-669e-4ce6-bb3d-e831bdd656c0	Weapon_HighCapacity	hmc
modification	Multi-cannon	High Capacity Magazine	4	Marsha Hicks,Tod McQuinn	highdensitycomposites*1,mechanicalequipment*1,tin*1	Clip Size|+84%|good;Power Draw|+16%|bad;Ammo Capacity|+84%|good;Rate of Fire|+8%|good;Mass|+50%|bad	8800433a-2061-4776-9821-5dc04772b963	Weapon_HighCapacity	hmc
modification	Multi-cannon	High Capacity Magazine	5	Marsha Hicks,Tod McQuinn	mechanicalcomponents*1,militarysupercapacitors*1,fedproprietarycomposites*1	Clip Size|+100%|good;Power Draw|+20%|bad;Ammo Capacity|+100%|good;Rate of Fire|+10%|good;Mass|+60%|bad	4b3f4f18-a517-4354-a02d-de46b3cd4efc	Weapon_HighCapacity	hmc
modification	Multi-cannon	Lightweight Mount	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	phosphorus*1	Integrity|-20%|bad;Mass|-30%|good	d5a539c5-120a-450f-bb68-e10abbeca8a9	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hmc
modification	Multi-cannon	Lightweight Mount	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	manganese*1,salvagedalloys*1	Power Draw|-10%|good;Integrity|-30%|bad;Distributor Draw|-20%|good;Mass|-45%|good	b6a80556-c22a-466e-931c-239c208c9890	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hmc
modification	Multi-cannon	Lightweight Mount	3	Marsha Hicks,Tod McQuinn,Zacariah Nemo	conductiveceramics*1,manganese*1,salvagedalloys*1	Power Draw|-20%|good;Integrity|-40%|bad;Distributor Draw|-25%|good;Mass|-60%|good	cbec8003-80e4-455a-84fe-257d2018386e	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hmc
modification	Multi-cannon	Lightweight Mount	4	Marsha Hicks,Tod McQuinn	conductivecomponents*1,phasealloys*1,protolightalloys*1	Power Draw|-30%|good;Integrity|-50%|bad;Distributor Draw|-30%|good;Mass|-75%|good	3a57effa-ccac-448d-8d1c-3e0966042e24	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hmc
modification	Multi-cannon	Lightweight Mount	5	Marsha Hicks,Tod McQuinn	conductiveceramics*1,protolightalloys*1,protoradiolicalloys*1	Power Draw|-40%|good;Integrity|-60%|bad;Distributor Draw|-35%|good;Mass|-90%|good	89f5d8e2-4f4c-4ef0-9e74-9f0691244b22	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hmc
modification	Multi-cannon	Long Range Weapon	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	sulphur*1	Power Draw|+3%|bad;Maximum Range|+20%|good;Damage Falloff Start|+20%|good;Mass|+10%|bad	356d1457-e52f-4302-8af5-745e103b85e8	Weapon_LongRange	hmc
modification	Multi-cannon	Long Range Weapon	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	consumerfirmware*1,sulphur*1	Power Draw|+6%|bad;Maximum Range|+40%|good;Damage Falloff Start|+40%|good;Mass|+15%|bad	965e7108-73d5-4f26-95ab-2d261716a80c	Weapon_LongRange	hmc
modification	Multi-cannon	Long Range Weapon	3	Marsha Hicks,Tod McQuinn,Zacariah Nemo	focuscrystals*1,consumerfirmware*1,sulphur*1	Power Draw|+9%|bad;Maximum Range|+60%|good;Damage Falloff Start|+60%|good;Mass|+20%|bad	9d56f79f-9077-4391-8719-67e96c9613dd	Weapon_LongRange	hmc
modification	Multi-cannon	Long Range Weapon	4	Marsha Hicks,Tod McQuinn	conductivepolymers*1,focuscrystals*1,consumerfirmware*1	Power Draw|+12%|bad;Maximum Range|+80%|good;Damage Falloff Start|+80%|good;Mass|+25%|bad	fbd49a72-d117-4e01-8485-d69b2267c803	Weapon_LongRange	hmc
modification	Multi-cannon	Long Range Weapon	5	Marsha Hicks,Tod McQuinn	biotechconductors*1,industrialfirmware*1,thermicalloys*1	Power Draw|+15%|bad;Maximum Range|+100%|good;Damage Falloff Start|+100%|good;Mass|+30%|bad	0d08a432-cfcd-40a7-8000-74a0dee56812	Weapon_LongRange	hmc
modification	Multi-cannon	Overcharged Weapon	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	nickel*1	Clip Size|-3%|bad;Damage|+30%|good;Distributor Draw|+15%|bad;Thermal Load|+3%|bad	e917ebe3-d5f1-4016-b8a9-2c759e16a7d4	Weapon_Overcharged	hmc
modification	Multi-cannon	Overcharged Weapon	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	conductivecomponents*1,nickel*1	Clip Size|-6%|bad;Damage|+40%|good;Distributor Draw|+20%|bad;Thermal Load|+6%|bad	f5921fc1-fb10-4d2f-8e0a-cd8d8e9e3a84	Weapon_Overcharged	hmc
modification	Multi-cannon	Overcharged Weapon	3	Marsha Hicks,Tod McQuinn,Zacariah Nemo	conductivecomponents*1,electrochemicalarrays*1,nickel*1	Clip Size|-9%|bad;Damage|+50%|good;Distributor Draw|+25%|bad;Thermal Load|+9%|bad	4389883f-c2b3-4487-9b1a-b668a761057a	Weapon_Overcharged	hmc
modification	Multi-cannon	Overcharged Weapon	4	Marsha Hicks,Tod McQuinn	conductiveceramics*1,polymercapacitors*1,zinc*1	Clip Size|-12%|bad;Damage|+60%|good;Distributor Draw|+30%|bad;Thermal Load|+12%|bad	25ec26dd-63b8-4e83-9a6e-86e5b80c4771	Weapon_Overcharged	hmc
modification	Multi-cannon	Overcharged Weapon	5	Marsha Hicks,Tod McQuinn	conductivepolymers*1,embeddedfirmware*1,zirconium*1	Clip Size|-15%|bad;Damage|+70%|good;Distributor Draw|+35%|bad;Thermal Load|+15%|bad	4dcf6bdc-bcff-448a-92a0-7612de548db7	Weapon_Overcharged	hmc
modification	Multi-cannon	Rapid Fire Modification	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	mechanicalscrap*1	Damage|-1%|bad;Reload Time|-25%|good;Jitter|0,5|bad;Rate of Fire|+8%|good	a7ca2bf6-14be-41ed-8bfb-c7348fda7713	Weapon_RapidFire	hmc
modification	Multi-cannon	Rapid Fire Modification	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	heatdispersionplate*1,mechanicalscrap*1	Damage|-2%|bad;Reload Time|-35%|good;Distributor Draw|-5%|good;Jitter|0,5|bad;Rate of Fire|+17%|good	0008257b-ea33-48ea-a18e-56cc6cf98a77	Weapon_RapidFire	hmc
modification	Multi-cannon	Rapid Fire Modification	3	Marsha Hicks,Tod McQuinn,Zacariah Nemo	mechanicalequipment*1,precipitatedalloys*1,legacyfirmware*1	Damage|-3%|bad;Reload Time|-45%|good;Distributor Draw|-15%|good;Jitter|0,5|bad;Rate of Fire|+26%|good	f3338d38-f944-4841-b350-09755e1b615d	Weapon_RapidFire	hmc
modification	Multi-cannon	Rapid Fire Modification	4	Marsha Hicks,Tod McQuinn	mechanicalcomponents*1,consumerfirmware*1,thermicalloys*1	Damage|-4%|bad;Reload Time|-56%|good;Distributor Draw|-25%|good;Jitter|0,5|bad;Rate of Fire|+35%|good	d2bdb568-725a-44bf-9328-ba72d2988acd	Weapon_RapidFire	hmc
modification	Multi-cannon	Rapid Fire Modification	5	Marsha Hicks,Tod McQuinn	configurablecomponents*1,precipitatedalloys*1,technetium*1	Damage|-5%|bad;Reload Time|-65%|good;Distributor Draw|-35%|good;Jitter|0,5|bad;Rate of Fire|+44%|good	b1792824-0e96-42a3-9d3a-0b41d5ef83e0	Weapon_RapidFire	hmc
modification	Multi-cannon	Short Range Blaster	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	nickel*1	Damage|+27%|good;Maximum Range|-10%|bad	81dca970-1fbf-4017-af46-0c6285c3a728	Weapon_ShortRange	hmc
modification	Multi-cannon	Short Range Blaster	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	consumerfirmware*1,nickel*1	Damage|+39%|good;Maximum Range|-20%|bad;Thermal Load|+10%|bad	cf07de84-b794-43fd-a8b6-57ee781e9247	Weapon_ShortRange	hmc
modification	Multi-cannon	Short Range Blaster	3	Marsha Hicks,Tod McQuinn,Zacariah Nemo	electrochemicalarrays*1,consumerfirmware*1,nickel*1	Damage|+51%|good;Maximum Range|-30%|bad;Thermal Load|+20%|bad	7cd60cfe-e406-4005-a912-a306a69067e0	Weapon_ShortRange	hmc
modification	Multi-cannon	Short Range Blaster	4	Marsha Hicks,Tod McQuinn	conductivepolymers*1,electrochemicalarrays*1,consumerfirmware*1	Damage|+63%|good;Maximum Range|-40%|bad;Thermal Load|+30%|bad	adae0f67-fd08-47d5-8870-f926cc63353f	Weapon_ShortRange	hmc
modification	Multi-cannon	Short Range Blaster	5	Marsha Hicks,Tod McQuinn	biotechconductors*1,configurablecomponents*1,industrialfirmware*1	Damage|+75%|good;Maximum Range|-50%|bad;Thermal Load|+40%|bad	ccf0cfd9-6da2-4975-95fa-ea7f0ccda991	Weapon_ShortRange	hmc
modification	Multi-cannon	Sturdy Mount	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	nickel*1	Integrity|+100%|good;Thermal Load|-10%|good;Armour Piercing|+20%|good;Mass|+20%|bad	3ac55eb7-0a45-440b-8c59-6ead43c7ef49	Weapon_Sturdy	hmc
modification	Multi-cannon	Sturdy Mount	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	nickel*1,shieldemitters*1	Integrity|+150%|good;Thermal Load|-15%|good;Armour Piercing|+30%|good;Mass|+40%|bad	53c131ab-cd66-4919-b49b-c1435362c8ff	Weapon_Sturdy	hmc
modification	Multi-cannon	Sturdy Mount	3	Marsha Hicks,Tod McQuinn,Zacariah Nemo	nickel*1,shieldemitters*1,tungsten*1	Integrity|+200%|good;Thermal Load|-20%|good;Armour Piercing|+40%|good;Mass|+60%|bad	2d1873d4-6d38-4d39-b4c5-ea199be2bd6a	Weapon_Sturdy	hmc
modification	Multi-cannon	Sturdy Mount	4	Marsha Hicks,Tod McQuinn	molybdenum*1,tungsten*1,zinc*1	Integrity|+250%|good;Thermal Load|-25%|good;Armour Piercing|+50%|good;Mass|+80%|bad	4ceeab9c-7a85-4553-9fa4-81ebc6e88d4f	Weapon_Sturdy	hmc
modification	Multi-cannon	Sturdy Mount	5	Marsha Hicks,Tod McQuinn	highdensitycomposites*1,molybdenum*1,technetium*1	Integrity|+300%|good;Thermal Load|-30%|good;Armour Piercing|+60%|good;Mass|+100%|bad	53ab027e-1c5f-404b-82e3-0bc4c55c71af	CargoRack_IncreasedCapacity,Weapon_Sturdy	hmc
modification	Plasma Accelerator	Efficient Weapon	1	Etienne Dorn,Zacariah Nemo,Bill Turner	sulphur*1	Damage|+8%|good;Thermal Load|-38%|good	3fbcc9dc-169a-4cd3-b945-cedc55882cd3	Weapon_Efficient	hpa
modification	Plasma Accelerator	Efficient Weapon	2	Etienne Dorn,Zacariah Nemo,Bill Turner	heatdispersionplate*1,sulphur*1	Damage|+12%|good;Power Draw|-12%|good;Distributor Draw|-15%|good;Thermal Load|-43%|good	a35a0c80-784d-4125-b858-fdee45750269	Weapon_Efficient	hpa
